hist_losses
6.930439790247792e-05
6.91353737207057e-05
6.913492607031916e-05
6.913494841233145e-05
6.913496347511813e-05
6.913492735286157e-05
6.913492813257815e-05
6.913492755973928e-05
6.913492745022623e-05
6.913492797733105e-05
6.913492736614664e-05
6.91349272067968e-05
6.913492758986159e-05
6.913492728267092e-05
6.913492736536516e-05
6.913492791829418e-05
6.913492783084004e-05
6.913492702719965e-05
